SrcIP,SrcPort,DstIP,DstPort,Proto,StartTime,EndTime,Duration,TotalPackets,TotalBytes,PacketsPerSec,BytesPerSec,FwdPackets,BwdPackets,FwdBytes,BwdBytes,FwdPktRatio,FwdByteRatio,DownUpByteRatio,DownUpPktRatio,PktLenMin,PktLenMax,PktLenMean,PktLenStd,PktLenCV,FwdPktLenMin,FwdPktLenMax,FwdPktLenMean,FwdPktLenStd,FwdPktLenCV,BwdPktLenMin,BwdPktLenMax,BwdPktLenMean,BwdPktLenStd,BwdPktLenCV,PktLenEntropy,FwdPktLenEntropy,BwdPktLenEntropy,IATMin,IATMax,IATMean,IATStd,IATCV,FwdIATMin,FwdIATMax,FwdIATMean,FwdIATStd,FwdIATCV,BwdIATMin,BwdIATMax,BwdIATMean,BwdIATStd,BwdIATCV,ActiveMin,ActiveMax,ActiveMean,ActiveStd,ActiveCV,IdleMin,IdleMax,IdleMean,IdleStd,IdleCV,FwdActiveMin,FwdActiveMax,FwdActiveMean,FwdActiveStd,FwdActiveCV,FwdIdleMin,FwdIdleMax,FwdIdleMean,FwdIdleStd,FwdIdleCV,BwdActiveMin,BwdActiveMax,BwdActiveMean,BwdActiveStd,BwdActiveCV,BwdIdleMin,BwdIdleMax,BwdIdleMean,BwdIdleStd,BwdIdleCV,TCP_FIN,TCP_SYN,TCP_RST,TCP_PSH,TCP_ACK,TCP_URG,TCP_ECE,TCP_CWR,FwdTCP_FIN,FwdTCP_SYN,FwdTCP_RST,FwdTCP_PSH,FwdTCP_ACK,FwdTCP_URG,FwdTCP_ECE,FwdTCP_CWR,BwdTCP_FIN,BwdTCP_SYN,BwdTCP_RST,BwdTCP_PSH,BwdTCP_ACK,BwdTCP_URG,BwdTCP_ECE,BwdTCP_CWR
10.152.152.14,53600,150.171.74.16,443,6,1771800142.1227305,1771800220.7990785,78.67634797096252,5,288,0.06355150091416768,3.6605664526560586,2,3,108,180,0.4,0.375,1.6666666666666667,1.5,54,60,57.6,3.2863353450309964,0.0570544330734548,54,54,54.0,0.0,0.0,60,60,60.0,0.0,0.0,0.9709505944546686,0.0,0.0,0.0004303455352783203,45.05537986755371,19.66908699274063,23.185952075122767,1.17880164359841,45.05581021308899,45.05581021308899,45.05581021308899,0.0,0.0,33.61948537826538,45.056432247161865,39.33795881271362,8.087142687066956,0.20558114684011705,0.0,0.0010523796081542969,0.0004942417144775391,0.0005290914393580204,1.0705115004655583,33.61948537826538,45.05537986755371,39.337432622909546,8.086398542309649,0.20556497979484936,0.0,0.0,0.0,0.0,0.0,45.05581021308899,45.05581021308899,45.05581021308899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.61948537826538,45.056432247161865,39.33795881271362,8.087142687066956,0.20558114684011705,1,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,0,0,0
10.152.152.14,53600,150.171.74.16,443,6,1771800220.7992985,1771800220.7992985,0.0,1,54,0.0,0.0,1,0,54,0,1.0,1.0,0.0,0.0,54,54,54.0,0.0,0.0,54,54,54.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10.152.152.14,48028,20.190.160.2,443,6,1771800113.9580457,1771800237.619515,123.66146922111511,38,16112,0.30729054279674956,130.29119014582182,16,22,5024,11088,0.42105263157894735,0.3118172790466733,2.2070063694267517,1.375,54,1514,424.0,540.3964010522926,1.2745198138025768,54,1514,314.00000000000006,433.35805057711804,1.3801211801819042,60,1514,504.00000000000006,603.7051472050779,1.197827673025948,3.395808029032959,2.771782221599798,2.3308442812140955,0.0,45.332953453063965,3.342201870840949,11.42206200843121,3.41752606510188,1.1920928955078125e-06,45.332953453063965,6.110311079025269,15.869064753869806,2.597096047751676,0.0,45.33349251747131,5.888623021897815,14.801822222456234,2.513630464611713,0.0,1.2636151313781738,0.3161149024963379,0.6316668509652075,1.9982191474586528,32.00640654563904,45.332953453063965,40.79900320370992,7.615856159671535,0.18666770169960947,0.0,1.2636151313781738,0.4212050437927246,0.729548536253273,1.7320508075688772,45.05809760093689,45.332953453063965,45.19552552700043,0.19435243688786183,0.00430025836897843,0.0,1.2631382942199707,0.3157845735549927,0.6315691471099854,2.0,32.00640654563904,45.33349251747131,40.79931505521139,7.61612747563742,0.18667292490893408,1,2,0,13,37,0,0,0,0,1,0,7,15,0,0,0,1,1,0,6,22,0,0,0
10.152.152.14,48028,20.190.160.2,443,6,1771800237.6196744,1771800237.6196744,0.0,1,54,0.0,0.0,1,0,54,0,1.0,1.0,0.0,0.0,54,54,54.0,0.0,0.0,54,54,54.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10.152.152.14,53828,20.42.73.31,443,6,1771800117.2391083,1771800242.021145,124.78203678131104,33,12311,0.2644611424145507,98.66003406865254,15,18,4223,8088,0.45454545454545453,0.3430265616115669,1.9152261425526877,1.2,54,1514,373.06060606060606,524.4152659983508,1.4057106472216374,54,1514,281.53333333333325,417.1099318382328,1.4815649958734298,60,1514,449.3333333333335,600.6986128912001,1.3368663491643915,3.341945347619543,2.5967916319816364,2.3208020839342964,0.0,45.80626392364502,3.8994386494159694,12.283104460381285,3.1499673580506165,3.5762786865234375e-06,45.80743718147278,6.605946779251099,16.431071998853962,2.48731522489146,0.0,45.80747032165527,7.340092252282536,16.301465857984958,2.220880242059045,0.0,1.715480089187622,0.4294649362564087,0.8573436188667055,1.9963064420114502,32.2975754737854,45.80626392364502,41.02139234542847,7.566877389471686,0.18446173951759975,0.0,1.715480089187622,0.571826696395874,0.9904328912819168,1.7320508075688772,44.96033763885498,45.80743718147278,45.38388741016388,0.5989898309250676,0.013198292722516356,0.0,1.6727244853973389,0.41818112134933466,0.8363622426986694,2.0000000000000004,32.2975754737854,45.80747032165527,41.03628126780192,7.578601883773249,0.1846805229332417,1,2,0,11,32,0,0,0,0,1,0,6,14,0,0,0,1,1,0,5,18,0,0,0
10.152.152.14,53828,20.42.73.31,443,6,1771800242.0214024,1771800242.0214024,0.0,1,54,0.0,0.0,1,0,54,0,1.0,1.0,0.0,0.0,54,54,54.0,0.0,0.0,54,54,54.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10.152.152.14,58584,20.42.73.30,443,6,1771800107.14061,1771800246.2788315,139.13822150230408,24,10592,0.17249034622454598,76.12573946709963,14,10,9803,789,0.5833333333333334,0.9255098187311178,0.08048556564317046,0.7142857142857143,54,1514,441.3333333333333,606.8282234319882,1.3749884216736894,54,1514,700.2142857142857,690.7850805225366,0.986533829166124,60,155,78.9,39.84539566318241,0.505011351878104,2.6845608142862893,2.263809173883546,0.9219280948873623,2.384185791015625e-07,45.192986726760864,6.0494878914045245,14.782965034153676,2.44367214209292,4.76837158203125e-07,45.19375491142273,7.732164181195773,16.78550242087039,2.170867305390627,2.384185791015625e-07,45.19347906112671,15.459752824571398,20.914783766051084,1.3528536971696972,0.0,0.749626636505127,0.20929417610168458,0.3279022381717286,1.566705028678958,9.224190711975098,45.192986726760864,34.522937655448914,17.142453984904098,0.4965525864569183,0.0,0.749626636505127,0.2610210180282593,0.3540797406106619,1.3565181198256138,9.224190711975098,45.19375491142273,33.158016761144005,20.727415635139703,0.6251102345611027,0.0,0.705890417098999,0.2001344680786133,0.31020502763801266,1.5499830219958084,9.267924547195435,45.19347906112671,34.53427577018738,17.121273273367695,0.49577623655128406,1,0,0,7,24,0,0,0,0,0,0,5,14,0,0,0,1,0,0,2,10,0,0,0
10.152.152.14,58584,20.42.73.30,443,6,1771800246.2794487,1771800246.2794487,0.0,1,54,0.0,0.0,1,0,54,0,1.0,1.0,0.0,0.0,54,54,54.0,0.0,0.0,54,54,54.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10.152.152.14,48724,142.251.209.227,443,6,1771800142.1227624,1771800246.95362,104.83085751533508,8,523,0.07631340799468064,4.988989047652248,4,4,216,307,0.5,0.4130019120458891,1.4212962962962963,1.0,54,127,65.375,25.07666815416844,0.38358192205228975,54,54,54.0,0.0,0.0,60,127,76.75,33.5,0.4364820846905538,1.4056390622295665,0.0,0.8112781244591328,0.00025773048400878906,45.05528283119202,14.975836787905013,21.239187891623374,1.4182304596679935,14.719039916992188,45.05613613128662,34.94361917177836,17.51499941697188,0.5012359862002382,14.717948198318481,45.05643129348755,34.943400382995605,17.515755397610164,0.5012607589882352,0.00025773048400878906,0.0011484622955322266,0.0006597042083740234,0.00040783940029054887,0.6182155504142575,14.717948198318481,45.05528283119202,34.9427395661672,17.515183111418963,0.5012538607126782,0.0,0.0,0.0,0.0,0.0,14.719039916992188,45.05613613128662,34.94361917177836,17.51499941697188,0.5012359862002382,0.0,0.0,0.0,0.0,0.0,14.717948198318481,45.05643129348755,34.943400382995605,17.515755397610164,0.5012607589882352,1,0,0,1,8,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,4,0,0,0
10.152.152.14,48724,142.251.209.227,443,6,1771800246.9541678,1771800246.9541678,0.0,1,60,0.0,0.0,1,0,60,0,1.0,1.0,0.0,0.0,60,60,60.0,0.0,0.0,60,60,60.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
